,magnitude,place
574,1.9,"35km S of Redoubt Volcano, Alaska"
575,0.42,"9km NE of Aguanga, CA"
576,1.31,"3km W of Cabazon, CA"
577,1.44,"20km NNW of Tehachapi, CA"
578,1.02,"22km ENE of Honaunau-Napoopoo, Hawaii"
579,1.5,"23km ENE of Eielson Air Force Base, Alaska"
580,1.9,"60km WNW of Skagway, Alaska"
581,4.7,"133km E of Petropavlovsk-Kamchatskiy, Russia"
582,0.99,"16km ESE of Lincoln, Montana"
583,1.6,"62km NNW of Talkeetna, Alaska"
584,1.7,"81km W of Haines, Alaska"
585,0.35,"10km NE of Aguanga, CA"
586,1.02,"9km NE of Aguanga, CA"
587,2.31,"12km SW of Wellington, Kansas"
588,1.46,"9km NE of Aguanga, CA"
589,0.87,"30km NNW of Searles Valley, CA"
590,1.4,"22km NE of Fairbanks, Alaska"
591,-0.4,"55km ENE of Beatty, Nevada"
592,0.69,"27km E of Honaunau-Napoopoo, Hawaii"
593,2.65,"50km NW of San Antonio, Puerto Rico"
594,1.2,"49km WSW of Willow, Alaska"
595,0.34,"10km NE of Aguanga, CA"
596,0.3,"55km ENE of Beatty, Nevada"
597,1.9,"108km NNW of Arctic Village, Alaska"
598,-0.27,"11km W of Akutan, Alaska"
599,1.15,"21km ENE of Boron, CA"
600,4.0,"23km NW of Antalya, Turkey"
601,1.76,"16km N of Pahala, Hawaii"
602,0.62,"12km ENE of Mammoth Lakes, CA"
603,0.36,"10km NE of Aguanga, CA"
604,4.5,"Kepulauan Barat Daya, Indonesia"
605,0.93,"5km S of Redlands, CA"
606,0.76,"44km WSW of Tanaga Volcano, Alaska"
607,0.61,"9km NE of Aguanga, CA"
608,2.0,"8km NE of Aguanga, CA"
609,0.53,"9km NE of Aguanga, CA"
610,5.5,"279km N of Ndoi Island, Fiji"
611,0.33,"10km NE of Aguanga, CA"
612,1.8,"115km NNW of Arctic Village, Alaska"
613,0.7,"24km NW of Gabbs, Nevada"
614,2.26,"14km S of Volcano, Hawaii"
615,1.26,"10km NNE of Brooktrails, CA"
616,1.8,"116km WNW of Arctic Village, Alaska"
617,0.52,"10km NE of Aguanga, CA"
618,0.71,"10km NE of Aguanga, CA"
619,2.4,"58km SW of Manley Hot Springs, Alaska"
620,4.8,"55km N of Santa Eulalia, Peru"
621,1.3,"28km WSW of Hawthorne, Nevada"
622,3.0,"286km ESE of Kodiak, Alaska"
623,1.5,"67km SSW of Kobuk, Alaska"
624,0.64,"10km NE of Aguanga, CA"
625,0.42,"9km NE of Aguanga, CA"
626,2.28,"8km NE of Aguanga, CA"
627,1.5,"79km S of Austin, Nevada"
628,5.1,"131km NE of Rutog, China"
629,2.05,"9km W of Lake Wildwood, CA"
630,0.38,"9km NE of Aguanga, CA"
631,-1.02,"42km ENE of Adak, Alaska"
632,0.5,"24km SSE of Warm Springs, Nevada"
633,1.7,"116km NW of Arctic Village, Alaska"
634,1.26,"15km SW of Morton, Washington"
635,2.36,"28km WNW of Petrolia, CA"
636,2.9,"283km SE of Kodiak, Alaska"
637,1.08,"2km ESE of Lytle Creek, CA"
638,1.82,"37km NNW of Alder Springs, CA"
639,2.9,"72km S of Kaktovik, Alaska"
640,1.74,"10km NE of Dallas, Oregon"
641,1.61,"23km NNE of Redway, CA"
642,1.63,"13km SSE of East Carbon City, Utah"
643,0.36,"9km NE of Aguanga, CA"
644,0.37,"10km NE of Aguanga, CA"
645,1.96,"8km NE of Aguanga, CA"
646,1.7,"125km NNW of Arctic Village, Alaska"
647,1.9,"90km WNW of Skagway, Alaska"
648,2.46,"2km N of Pinnacles, CA"
649,0.82,"6km SSW of Idyllwild, CA"
650,1.7,"105km WNW of Talkeetna, Alaska"
651,1.6,"58km WSW of Anchor Point, Alaska"
652,1.7,"28km SW of Tanaga Volcano, Alaska"
653,2.11,"2km E of San Sebastian, Puerto Rico"
654,1.9,"108km NNW of Arctic Village, Alaska"
655,-0.2,"57km ENE of Beatty, Nevada"
656,1.8,"108km N of Arctic Village, Alaska"
657,1.18,"2km WNW of Cobb, CA"
658,1.86,"10km ESE of Bozeman, Montana"
659,1.52,"4km ENE of Butte, Montana"
660,1.91,"5km ESE of Adjuntas, Puerto Rico"
661,2.0,"76km SW of Kaktovik, Alaska"
662,0.48,"28km NNW of Packwood, Washington"
663,1.8,"74km SSW of Kaktovik, Alaska"
664,0.51,"43km WSW of Tanaga Volcano, Alaska"
665,1.12,"18km SW of Toms Place, CA"
666,1.37,"2km E of Aromas, CA"
667,1.35,"47km NNW of Los Algodones, B.C., MX"
668,1.42,"6km W of Townsend, Montana"
669,2.6,"59km WNW of Skagway, Alaska"
670,0.88,"4km SE of The Geysers, CA"
671,1.11,"13km NE of Ojai, CA"
672,1.67,"4km SW of Anderson Springs, CA"
673,-0.68,"40km ENE of Adak, Alaska"
674,2.01,"9km WNW of Lincoln, Montana"
675,4.4,"7km SSW of Puerto Madero, Mexico"
676,2.32,"15km WSW of Puerto Real, Puerto Rico"
677,1.57,"14km NE of Ojai, CA"
678,1.72,"5km SE of Pahala, Hawaii"
679,1.22,"15km E of Seven Trees, CA"
680,1.15,"38km NE of Covelo, CA"
681,0.41,"10km NE of Aguanga, CA"
682,1.3,"3km NNW of Pinnacles, CA"
683,1.2,"155km NNE of Cape Yakataga, Alaska"
684,2.5,"100km WSW of Amatignak Island, Alaska"
685,1.13,"3km NNW of Pinnacles, CA"
686,0.02,"10km NE of Aguanga, CA"
687,1.02,"14km N of Cabazon, CA"
688,0.52,"19km N of Borrego Springs, CA"
689,4.3,"129km ESE of Iquique, Chile"
690,1.11,"27km NW of Lima, Montana"
691,0.9,"3km ESE of Lake Henshaw, CA"
692,1.49,"6km E of Atascadero, CA"
693,3.6,Gulf of Alaska
694,3.3,"9km SSE of Villa Vasquez, Dominican Republic"
695,0.85,"11km E of Providence, Utah"
696,1.34,"21km SSW of New Idria, CA"
697,2.3,"58km NNE of Yakutat, Alaska"
698,4.9,"194km W of Ile Hunter, New Caledonia"
699,2.2,"90km S of Seward, Alaska"
700,1.33,"5km N of Lake Elsinore, CA"
701,0.65,"4km NNW of Valle Vista, CA"
702,0.9,"23km N of Yucca Valley, CA"
703,0.42,"5km ENE of Driggs, Idaho"
704,5.2,"91km WNW of Panguna, Papua New Guinea"
705,0.92,"6km WSW of Palomar Observatory, CA"
706,0.61,"6km WSW of Palomar Observatory, CA"
707,0.27,"10km ENE of Mammoth Lakes, CA"
708,0.54,"11km ENE of Mammoth Lakes, CA"
709,0.41,"10km NE of Aguanga, CA"
710,0.44,"11km ENE of Aguanga, CA"
711,4.2,"18km SW of Great Swan Island, Honduras"
712,3.3,"128km NNW of Arctic Village, Alaska"
713,2.39,"10km NW of Puerto Real, Puerto Rico"
714,2.02,"5km SSE of Poulsbo, Washington"
715,0.97,"7km SSW of Morongo Valley, CA"
716,1.06,"7km SSW of Morongo Valley, CA"
717,0.91,"11km ENE of Mammoth Lakes, CA"
718,0.9,"7km SSW of Morongo Valley, CA"
719,1.47,"5km NE of Cabazon, CA"
720,3.34,"110km NNE of Punta Cana, Dominican Republic"
721,0.9,"29km SW of Hawthorne, Nevada"
722,-0.15,"15km NNE of Mineral, CA"
723,3.2,"97km NNE of Punta Cana, Dominican Republic"
724,0.44,"9km NE of Aguanga, CA"
725,1.1,"8km NE of Aguanga, CA"
726,0.67,"94km SE of King Salmon, Alaska"
727,1.8,"110km NNW of Arctic Village, Alaska"
728,1.7,"110km NNW of Arctic Village, Alaska"
729,1.55,"10km SE of Challis, Idaho"
730,0.34,"10km NE of Aguanga, CA"
731,1.32,"18km ESE of Butte, Montana"
732,2.6,"12km W of Guadalupe, CA"
733,0.8,"8km NE of Aguanga, CA"
734,1.7,"82km W of Willow, Alaska"
735,2.26,"8km ENE of Aguanga, CA"
736,1.1,"90km NW of Cape Yakataga, Alaska"
737,-0.1,"58km NNW of Pahrump, Nevada"
738,1.4,"136km WNW of Arctic Village, Alaska"
739,1.6,"87km WNW of Arctic Village, Alaska"
740,1.34,"14km NE of San Simeon, CA"
741,0.82,"11km W of Niland, CA"
742,3.03,"100km NNE of Punta Cana, Dominican Republic"
743,3.2,"111km NNE of Punta Cana, Dominican Republic"
744,-0.49,"41km ENE of Adak, Alaska"
745,3.28,"84km NNE of Punta Cana, Dominican Republic"
746,1.1,"41km SE of Glennallen, Alaska"
747,1.86,"3km SE of Pahala, Hawaii"
748,0.88,"3km NW of The Geysers, CA"
749,2.2,"61km SSW of Kaktovik, Alaska"
750,-0.78,"99km ESE of King Salmon, Alaska"
751,1.8,"3km W of Volcano, Hawaii"
752,0.36,"10km NE of Aguanga, CA"
753,1.13,"8km WNW of Junction, Utah"
754,2.35,"3km W of Volcano, Hawaii"
755,2.9,"111km NNW of Arctic Village, Alaska"
756,0.7,"38km SSE of Goldfield, Nevada"
757,3.1,"110km NNW of Arctic Village, Alaska"
758,2.4,"19km N of Whittier, Alaska"
759,2.3,"104km NNW of Arctic Village, Alaska"
760,2.0,"95km NNW of Arctic Village, Alaska"
761,0.12,"9km ENE of Aguanga, CA"
762,3.0,"103km NNW of Arctic Village, Alaska"
763,1.84,"11km N of Packwood, Washington"
764,4.6,"156km ENE of Nago, Japan"
765,0.53,"10km SW of Anza, CA"
766,0.58,"24km NE of West Yellowstone, Montana"
767,1.7,"118km NNW of Arctic Village, Alaska"
768,0.75,"15km SE of Mammoth Lakes, CA"
769,1.4,"88km SE of Whittier, Alaska"
770,0.46,"9km NE of Aguanga, CA"
771,0.56,"10km NE of Aguanga, CA"
772,0.56,"10km NE of Aguanga, CA"
773,-0.67,"13km W of Akutan, Alaska"
774,0.63,"6km NW of The Geysers, CA"
775,2.9,"134km S of Prudhoe Bay, Alaska"
776,1.62,"8km NE of Aguanga, CA"
777,0.86,"16km SE of Lincoln, Montana"
778,0.65,"6km WNW of Calimesa, CA"
779,1.8,"27km SW of Tanaga Volcano, Alaska"
780,0.27,"94km SE of King Salmon, Alaska"
781,2.15,"7km W of Calimesa, CA"
782,3.0,"112km NNW of Arctic Village, Alaska"
783,0.37,"10km NE of Aguanga, CA"
784,0.6,"55km WSW of Alamo, Nevada"
785,2.4,"54km W of Anchorage, Alaska"
786,4.8,Kuril Islands
787,5.7,East of the South Sandwich Islands
788,5.2,"28km W of Methoni, Greece"
789,-0.17,"21km W of Dutch Harbor, Alaska"
790,1.6,"125km NNW of Arctic Village, Alaska"
791,1.9,"76km NE of Kodiak, Alaska"
792,0.24,"10km NE of Aguanga, CA"
793,1.12,"5km W of Templeton, CA"
794,3.03,"149km NNE of Punta Cana, Dominican Republic"
795,1.7,"57km NNE of Chitina, Alaska"
796,2.6,"80km E of Cape Yakataga, Alaska"
797,0.07,"58km NNE of Chitina, Alaska"
798,-0.48,"57km NNE of Chitina, Alaska"
799,-0.56,"58km NNE of Chitina, Alaska"
800,-0.35,"58km NNE of Chitina, Alaska"
801,1.6,"84km NW of Nikiski, Alaska"
802,-0.16,"58km NNE of Chitina, Alaska"
803,0.88,"20km E of Alum Rock, CA"
804,0.29,"9km NE of Aguanga, CA"
805,0.14,"6km ESE of Valle Vista, CA"
806,0.45,"16km NE of Little Lake, CA"
807,4.2,"11km S of Shari-i-Tajan, Iran"
808,-0.1,"10km SE of Dollar Point, California"
809,1.3,"85km WNW of Cape Yakataga, Alaska"
810,0.53,"9km NE of Aguanga, CA"
811,0.06,"9km NE of Aguanga, CA"
812,2.01,"47km SE of Hope, Canada"
813,0.49,"9km NE of Aguanga, CA"
814,1.96,"25km S of Pahala, Hawaii"
815,1.3,"18km ENE of Nikiski, Alaska"
816,0.73,"8km NE of Aguanga, CA"
817,1.37,"3km S of San Bernardino, CA"
818,2.4,"75km WSW of Cantwell, Alaska"
819,1.4,"54km NNW of Valdez, Alaska"
820,2.26,"95km NE of Miches, Dominican Republic"
821,2.79,"45km N of Punta Cana, Dominican Republic"
822,-0.3,"11km SSE of Kings Beach, California"
823,1.6,"73km WNW of Skagway, Alaska"
824,1.25,"14km ESE of Lincoln, Montana"
825,1.9,"13km ESE of Lincoln, Montana"
826,2.1,"77km SW of Kaktovik, Alaska"
827,0.53,"11km NE of Aguanga, CA"
828,1.2,"17km W of Big Lake, Alaska"
829,3.08,"91km N of Punta Cana, Dominican Republic"
830,1.3,"38km E of Healy, Alaska"
831,-0.1,"29km ENE of Beatty, Nevada"
832,4.9,"103km NE of Bristol Island, South Sandwich Islands"
833,1.3,"55km WNW of Valdez, Alaska"
834,0.24,"1km ESE of Mammoth Lakes, CA"
835,1.4,"52km E of Cape Yakataga, Alaska"
836,0.27,"8km ENE of Aguanga, CA"
837,1.7,"142km ENE of Anaktuvuk Pass, Alaska"
838,1.3,"68km SSW of Kobuk, Alaska"
839,3.1,"232km SE of Kodiak, Alaska"
840,0.29,"11km E of Mammoth Lakes, CA"
841,0.61,"12km NE of Coachella, CA"
842,0.08,"42km N of Seeley Lake, Montana"
843,1.73,"4km NNW of Canyondam, CA"
844,4.0,"104km NW of Vinchina, Argentina"
845,0.66,"4km NNE of Pinnacles, CA"
846,2.3,"2km NE of Langston, Oklahoma"
847,0.19,"7km NNE of Little Lake, CA"
848,0.6,"35km SSW of Alamo, Nevada"
849,3.1,"64km SSW of Kaktovik, Alaska"
850,2.0,"81km ENE of Cantwell, Alaska"
851,1.5,"7km SSE of Willow, Alaska"
852,1.06,"14km ESE of Lincoln, Montana"
853,1.0,"34km W of Willow, Alaska"
854,1.26,"2km W of Round Valley, CA"
855,0.35,"9km ENE of Aguanga, CA"
856,1.6,"67km WSW of Kobuk, Alaska"
857,0.44,"10km NE of Aguanga, CA"
858,0.21,"33km E of Castle Rock, Washington"
859,4.8,"48km SSW of Tanaga Volcano, Alaska"
860,1.5,"23km N of Sutton-Alpine, Alaska"
861,2.0,"134km WNW of Arctic Village, Alaska"
862,1.6,"111km NNW of Arctic Village, Alaska"
863,1.18,"9km WSW of Aguanga, CA"
864,0.81,"11km NE of Borrego Springs, CA"
865,1.48,"22km SW of Toms Place, CA"
866,5.1,"117km N of Saumlaki, Indonesia"
867,0.46,"79km SE of King Salmon, Alaska"
868,1.0,"3km W of Houston, Alaska"
869,0.96,"3km E of The Geysers, CA"
870,1.64,"47km SSW of San Clemente, CA"
871,0.5,"8km SE of Johnson Lane, Nevada"
872,1.5,"107km W of Talkeetna, Alaska"
873,-0.4,"51km NW of Beatty, Nevada"
874,1.4,"79km W of Cantwell, Alaska"
875,1.5,"76km NNW of Cape Yakataga, Alaska"
876,1.68,"49km SW of Nikolski, Alaska"
877,1.7,"102km NNW of Arctic Village, Alaska"
878,4.3,"16km NNE of Loboniki, Indonesia"
879,1.6,"14km SW of Talkeetna, Alaska"
880,0.9,"6km NNE of Beaumont, CA"
881,1.51,"13km S of Riverbend, Washington"
882,0.97,"26km E of Castle Rock, Washington"
883,0.66,"20km SSE of Mammoth Lakes, CA"
884,5.0,"45km NNE of San Isidro, Philippines"
885,4.7,"49km N of Santa Monica, Philippines"
886,0.88,"5km NW of The Geysers, CA"
887,0.29,"9km NE of Aguanga, CA"
888,1.3,"33km WNW of Kalifornsky, Alaska"
889,1.2,"4km NNE of Talkeetna, Alaska"
890,0.48,"10km NE of Aguanga, CA"
891,0.34,"9km NE of Aguanga, CA"
892,2.1,"101km SW of Anchor Point, Alaska"
893,1.58,"17km S of Bridgeport, CA"
894,1.4,"8km S of Bridgeport, California"
895,0.7,"35km ESE of Hawthorne, Nevada"
896,0.3,"41km ENE of Adak, Alaska"
897,3.1,"2km NE of Langston, Oklahoma"
898,2.07,"7km SSW of Idyllwild, CA"
899,3.11,"15km NNW of Waikoloa Village, Hawaii"
900,0.6,"30km SW of Hawthorne, Nevada"
901,0.4,"27km S of Ester, Alaska"
902,0.37,"4km ENE of Driggs, Idaho"
903,1.01,"8km NE of Aguanga, CA"
904,2.08,"5km NW of Puerto Real, Puerto Rico"
905,-0.1,"41km ENE of Adak, Alaska"
906,2.3,"70km S of Kaktovik, Alaska"
907,0.7,"35km ESE of Hawthorne, Nevada"
908,2.1,"65km S of Kaktovik, Alaska"
909,-0.84,"12km W of Akutan, Alaska"
910,-0.62,"93km SE of King Salmon, Alaska"
911,0.4,"44km N of Fort Irwin, California"
912,1.7,"23km N of Yucca Valley, CA"
913,0.47,"12km W of Akutan, Alaska"
914,0.61,"8km ENE of Aguanga, CA"
915,0.85,"8km ENE of Aguanga, CA"
916,0.96,"14km SSW of Toms Place, CA"
917,1.61,"23km N of Yucca Valley, CA"
918,0.12,"109km ESE of King Salmon, Alaska"
919,1.12,"6km NW of The Geysers, CA"
920,0.85,"10km NE of Borrego Springs, CA"
921,0.62,"9km NE of Aguanga, CA"
922,2.75,"48km N of Brenas, Puerto Rico"
923,0.21,"11km ENE of Mammoth Lakes, CA"
924,0.6,"2km NNW of The Geysers, CA"
925,4.7,"21km SE of Port-Vila, Vanuatu"
926,1.8,"81km NNW of Cape Yakataga, Alaska"
927,2.9,"61km SW of Anchor Point, Alaska"
928,1.5,"60km SSW of Cantwell, Alaska"
929,0.73,"8km NE of Aguanga, CA"
930,0.83,"8km ENE of Aguanga, CA"
931,0.9,"29km SW of Hawthorne, Nevada"
932,0.29,"13km W of Akutan, Alaska"
933,2.0,"63km SSW of Redoubt Volcano, Alaska"
934,2.8,"19km NNE of Taloga, Oklahoma"
935,0.47,"5km SW of Mammoth Lakes, CA"
936,0.56,"10km NE of Aguanga, CA"
937,0.24,"10km NE of Aguanga, CA"
938,1.71,"2km WSW of Volcano, Hawaii"
939,1.7,"5km SE of Pahala, Hawaii"
940,1.03,"11km WNW of The Geysers, CA"
941,0.23,"10km NE of Aguanga, CA"
942,0.76,"8km ENE of Aguanga, CA"
943,1.13,"8km N of Cabazon, CA"
944,0.6,"30km WSW of Hawthorne, Nevada"
945,0.83,"13km WSW of Ocotillo Wells, CA"
946,1.65,"6km WNW of The Geysers, CA"
947,2.56,"13km WSW of Ocotillo Wells, CA"
948,0.6,"45km WNW of Gabbs, Nevada"
949,0.33,"9km ENE of Aguanga, CA"
950,1.33,"16km ENE of Pinnacles, CA"
951,1.77,"4km SE of Pahala, Hawaii"
952,1.8,"127km NNW of Arctic Village, Alaska"
953,1.6,"94km NW of Talkeetna, Alaska"
954,2.89,"14km NE of San Simeon, CA"
955,0.75,"4km W of Mammoth Lakes, CA"
956,0.11,"1km SW of Mammoth Lakes, CA"
957,1.36,"20km SE of Bodie, CA"
958,1.4,"20km WNW of Montpelier, Idaho"
959,2.6,"130km SSE of Prudhoe Bay, Alaska"
960,2.2,"130km NNW of Arctic Village, Alaska"
961,2.27,"6km W of Boqueron, Puerto Rico"
962,1.57,"8km N of Lake Pillsbury, CA"
963,-0.4,"45km ESE of Beatty, Nevada"
964,0.84,"27km E of Coso Junction, CA"
965,0.54,"10km NE of Aguanga, CA"
966,2.1,"87km WNW of Arctic Village, Alaska"
967,2.7,"77km SSW of Kaktovik, Alaska"
968,1.1,"45km ESE of Beatty, Nevada"
969,0.31,"9km NE of Aguanga, CA"
970,0.38,"10km NE of Aguanga, CA"
971,1.9,"105km NNW of Arctic Village, Alaska"
972,1.35,"24km NNE of Toquerville, Utah"
973,1.11,"10km NE of Coachella, CA"
974,1.53,"8km E of Lopez Point, CA"
975,2.0,"129km NNW of Arctic Village, Alaska"
976,0.36,"9km NE of Aguanga, CA"
977,0.49,"10km NE of Aguanga, CA"
978,1.46,"7km SE of Boonville, CA"
979,2.8,"130km SSE of Prudhoe Bay, Alaska"
980,1.57,"23km NE of Toquerville, Utah"
981,1.89,"12km SSE of Volcano, Hawaii"
982,1.4,"139km ENE of Anaktuvuk Pass, Alaska"
983,-0.44,"42km ENE of Adak, Alaska"
984,4.4,"24km ENE of Lais, Philippines"
985,1.19,"20km ENE of Cle Elum, Washington"
986,0.58,"8km NNE of Anza, CA"
987,0.44,"7km NW of The Geysers, CA"
988,4.8,Fiji region
989,0.6,"137km SSW of Old Crow, Canada"
990,1.1,"76km NW of Arctic Village, Alaska"
991,3.1,"11km S of Wilson, Oklahoma"
992,5.0,Southern East Pacific Rise
993,1.5,"71km N of Tonopah, Nevada"
994,1.5,"68km WSW of Cantwell, Alaska"
995,0.56,"9km NE of Aguanga, CA"
996,2.7,"119km SE of Cold Bay, Alaska"
997,0.56,"10km NE of Aguanga, CA"
998,1.07,"9km NE of Aguanga, CA"
999,0.7,"22km S of Ester, Alaska"
1000,1.21,"4km SSE of Lake Henshaw, CA"
1001,0.65,"4km SSE of Lake Henshaw, CA"
1002,2.25,"12km SSW of Princeton, Canada"
1003,0.6,"30km W of Alamo, Nevada"
1004,0.66,"5km NNW of Pinnacles, CA"
1005,-0.3,"4km WSW of Tahoe Vista, California"
1006,1.4,"24km NNE of Badger, Alaska"
1007,0.98,"5km NW of Milford, Utah"
1008,1.5,"97km NNW of Talkeetna, Alaska"
1009,0.4,"10km NE of Aguanga, CA"
1010,1.2,"62km SE of Kobuk, Alaska"
1011,1.57,"3km NNE of Shasta, CA"
1012,1.2,"18km SSW of Volcano, Hawaii"
1013,1.8,"61km SSW of Kaktovik, Alaska"
1014,1.1,"30km W of Anchor Point, Alaska"
1015,0.8,"1km S of Home Gardens, CA"
1016,1.4,"59km NE of Healy, Alaska"
1017,1.5,"59km WNW of Talkeetna, Alaska"
1018,0.46,"10km NE of Aguanga, CA"
1019,1.1,"32km SE of Bridgeport, California"
1020,1.1,"6km S of Badger, Alaska"
1021,0.8,"37km SE of Warm Springs, Nevada"
1022,4.5,"99km ESE of Kuril'sk, Russia"
1023,-0.63,"93km ESE of Old Iliamna, Alaska"
1024,0.98,"17km ESE of Julian, CA"
1025,0.24,"95km SE of King Salmon, Alaska"
1026,4.4,"47km NNE of Vicuna, Chile"
1027,0.87,"8km ENE of Gilroy, CA"
1028,2.28,"22km SE of Sandpoint, Idaho"
1029,1.03,"3km WNW of Grand Terrace, CA"
1030,1.5,"40km NW of Carlin, Nevada"
1031,0.43,"33km E of Castle Rock, Washington"
1032,2.7,"91km N of Kobuk, Alaska"
1033,-0.44,"32km WSW of Dutch Harbor, Alaska"
1034,1.7,"127km NNW of Arctic Village, Alaska"
1035,0.8,"120km W of Cantwell, Alaska"
1036,0.8,"35km E of Redoubt Volcano, Alaska"
1037,0.4,"8km E of Mammoth Lakes, CA"
1038,0.88,"3km NNE of San Jacinto, CA"
1039,-0.81,"101km ESE of King Salmon, Alaska"
1040,2.71,"4km WSW of Volcano, Hawaii"
1041,1.34,"3km S of Loyola, CA"
1042,1.76,"10km ENE of Three Forks, Montana"
1043,1.6,"126km NNW of Arctic Village, Alaska"
1044,1.5,"122km ENE of Anaktuvuk Pass, Alaska"
1045,5.1,"19km WNW of Langsa, Indonesia"
1046,2.3,"59km W of Cantwell, Alaska"
1047,0.48,"14km ESE of Anza, CA"
1048,1.34,"4km N of La Verne, CA"
1049,0.92,"7km NE of Coso Junction, CA"
1050,5.0,Southern East Pacific Rise
1051,0.46,"8km NE of Aguanga, CA"
1052,-0.24,"43km NE of Adak, Alaska"
1053,0.95,"7km WNW of Lake Henshaw, CA"
1054,1.14,"11km N of Victorville, CA"
1055,0.52,"8km W of Cobb, CA"
1056,0.99,"9km WSW of San Ardo, CA"
1057,0.4,"11km NE of Aguanga, CA"
1058,0.08,"22km W of Dutch Harbor, Alaska"
1059,0.1,"67km N of Pahrump, Nevada"
1060,1.73,"21km E of Alum Rock, CA"
1061,1.4,"36km W of Talkeetna, Alaska"
1062,-0.5,"29km NNE of Beatty, Nevada"
1063,2.0,"58km WSW of Talkeetna, Alaska"
1064,0.71,"2km NNW of The Geysers, CA"
1065,1.6,"102km NE of Cape Yakataga, Alaska"
1066,1.4,"137km WNW of Arctic Village, Alaska"
1067,0.89,"2km WSW of Anderson Springs, CA"
1068,1.4,"69km WNW of Talkeetna, Alaska"
1069,2.11,"9km NE of Aguanga, CA"
1070,0.88,"10km NE of Aguanga, CA"
1071,1.04,"10km NE of Aguanga, CA"
1072,1.69,"9km NE of Aguanga, CA"
1073,1.81,"2km E of San Leandro, CA"
1074,4.5,"117km NNE of Calama, Chile"
1075,2.4,"241km SE of Kodiak, Alaska"
1076,1.7,"68km S of Kaktovik, Alaska"
1077,1.3,"115km NNW of Talkeetna, Alaska"
1078,1.4,"107km NNW of Arctic Village, Alaska"
1079,1.3,"131km WNW of Arctic Village, Alaska"
1080,0.86,"2km NE of Pinnacles, CA"
1081,4.0,"13km SE of Ilo, Peru"
1082,3.4,"266km SE of Kodiak, Alaska"
1083,1.5,"69km WSW of Cantwell, Alaska"
1084,2.2,"62km ENE of McGrath, Alaska"
1085,1.4,"34km N of Sterling, Alaska"
1086,4.6,"33km ENE of Codrington, Barbuda"
1087,0.54,"10km S of Mammoth Lakes, CA"
1088,2.0,"122km NNW of Arctic Village, Alaska"
1089,0.48,"10km NE of Aguanga, CA"
1090,0.38,"9km NE of Aguanga, CA"
1091,-0.26,"10km NE of Aguanga, CA"
1092,0.28,"10km NE of Aguanga, CA"
1093,0.24,"9km NE of Aguanga, CA"
1094,0.21,"9km NE of Aguanga, CA"
1095,0.35,"10km NE of Aguanga, CA"
1096,0.81,"10km NE of Aguanga, CA"
1097,-0.95,"44km ENE of Adak, Alaska"
1098,1.05,"15km NW of Parkfield, CA"
1099,0.8,"63km NNE of Dixon Lane-Meadow Creek, California"
1100,1.2,"23km S of Ester, Alaska"
1101,1.7,"102km NNW of Arctic Village, Alaska"
1102,1.2,"85km NNW of Talkeetna, Alaska"
1103,1.8,"59km SSW of Kaktovik, Alaska"
1104,1.01,"9km NE of Aguanga, CA"
1105,0.66,"10km NE of Aguanga, CA"
1106,0.35,"10km NE of Aguanga, CA"
1107,1.4,"111km WNW of Arctic Village, Alaska"
1108,1.18,"9km NE of Aguanga, CA"
1109,0.85,"9km NE of Aguanga, CA"
1110,1.3,"61km W of Valdez, Alaska"
1111,0.41,"12km W of Akutan, Alaska"
1112,2.1,"74km SW of Kaktovik, Alaska"
1113,0.0,"31km WNW of Beatty, Nevada"
1114,1.69,"3km WNW of Brookings, Oregon"
1115,1.07,"7km NW of The Geysers, CA"
1116,1.23,"34km E of Lee Vining, CA"
1117,0.5,"9km N of Anza, CA"
1118,-0.17,"10km NE of Aguanga, CA"
1119,0.09,"10km NE of Aguanga, CA"
1120,1.0,"31km NNE of Beatty, Nevada"
1121,0.26,"10km ENE of Aguanga, CA"
1122,3.2,"76km SSW of Kaktovik, Alaska"
1123,2.3,"67km S of Kaktovik, Alaska"
1124,0.4,"105km NNW of Larsen Bay, Alaska"
1125,0.79,"47km NE of Adak, Alaska"
1126,2.9,"105km W of Cantwell, Alaska"
1127,1.23,"9km NE of Aguanga, CA"
1128,0.71,"10km NE of Aguanga, CA"
1129,0.11,"10km NE of Aguanga, CA"
1130,0.25,"6km S of Idyllwild, CA"
1131,1.93,"13km SSW of Leilani Estates, Hawaii"
1132,1.8,"81km NNW of Yakutat, Alaska"
1133,4.5,"156km N of Calama, Chile"
1134,-0.4,"38km SSE of Goldfield, Nevada"
1135,1.7,"56km SSW of Kaktovik, Alaska"
1136,-0.24,"17km NNW of Polson, Montana"
1137,1.83,"11km ENE of Pahala, Hawaii"
1138,0.6,"18km NNE of Hawthorne, Nevada"
1139,3.2,"65km SSW of Kaktovik, Alaska"
1140,1.4,"81km NW of Talkeetna, Alaska"
1141,1.7,"30km NNE of Beatty, Nevada"
1142,2.0,"121km NW of Arctic Village, Alaska"
1143,0.29,"10km NE of Aguanga, CA"
1144,-0.08,"13km W of Akutan, Alaska"
1145,-0.91,"3km ESE of Unalaska, Alaska"
1146,3.42,"140km N of Road Town, British Virgin Islands"
1147,0.17,"10km NE of Aguanga, CA"
1148,1.4,"106km WNW of Arctic Village, Alaska"
1149,5.0,"85km W of Manokwari, Indonesia"
1150,0.8,"10km ESE of Dollar Point, California"
